StationID,StationName,Date,Tmax,Tmin,Precip
CYBR,BRANDON ARPT,2021-01-23,-5.5,-24.1,0.7
CYBR,BRANDON ARPT,2021-01-24,-21.2,-30.6,0.2
CYBR,BRANDON ARPT,2021-01-25,-22.4,-30.8,0.4
CYBR,BRANDON ARPT,2021-01-26,-22.5,-34.2,0.2
CYBR,BRANDON ARPT,2021-01-27,-21.2,-32.5,0
CYBR,BRANDON ARPT,2021-01-28,-11.8,-23.4,0
CYBR,BRANDON ARPT,2021-01-29,-7,-12.7,0
CYBR,BRANDON ARPT,2021-01-30,-5.8,-7.4,0
CYBR,BRANDON ARPT,2021-01-31,-5.6,-8.7,0
CYBR,BRANDON ARPT,2021-02-01,-6.5,-8.1,0
CYBR,BRANDON ARPT,2021-02-02,-2.8,-9.5,0
CYBR,BRANDON ARPT,2021-02-03,-2.5,-11.7,1.9
CYBR,BRANDON ARPT,2021-02-04,-11.8,-18.2,0
CYBR,BRANDON ARPT,2021-02-05,-17.2,-27.3,0
CYBR,BRANDON ARPT,2021-02-06,-26.7,-31.7,0.2
CYBR,BRANDON ARPT,2021-02-07,-26.4,-36.4,0
CYBR,BRANDON ARPT,2021-02-08,-25.2,-36.8,0
CYBR,BRANDON ARPT,2021-02-09,-23.4,-27.9,0
CYBR,BRANDON ARPT,2021-02-10,-24.8,-32.3,0
CYBR,BRANDON ARPT,2021-02-11,-27,-36.4,0
CYBR,BRANDON ARPT,2021-02-12,-28.4,-36.3,0
CYBR,BRANDON ARPT,2021-02-13,-27.3,-38.5,0
CYBR,BRANDON ARPT,2021-02-14,-23.7,-36.4,0
CYBR,BRANDON ARPT,2021-02-15,-18.1,-32.8,0
CYBR,BRANDON ARPT,2021-02-16,-16.2,-30.6,0
CYBR,BRANDON ARPT,2021-02-17,-15.7,-29.6,0
CYBR,BRANDON ARPT,2021-02-18,-15,-26,0
CYBR,BRANDON ARPT,2021-02-19,-11.4,-28.7,0
CYBR,BRANDON ARPT,2021-02-20,-2.5,-20.9,0
CYBR,BRANDON ARPT,2021-02-21,0.4,-17.8,0
CYBR,BRANDON ARPT,2021-02-22,4.1,-1.5,0
CYBR,BRANDON ARPT,2021-02-23,-0.9,-9.7,0
CYBR,BRANDON ARPT,2021-02-24,-4.5,-10.1,0
CYBR,BRANDON ARPT,2021-02-25,1.8,-12.2,0
CYBR,BRANDON ARPT,2021-02-26,1.7,-19.1,2.4
CYBR,BRANDON ARPT,2021-02-27,-16.5,-24.2,1.1
CYBR,BRANDON ARPT,2021-02-28,-11.8,-26.9,0
CYBR,BRANDON ARPT,2021-03-01,-7.8,-31.5,0
CYBR,BRANDON ARPT,2021-03-02,2.1,-9,0.2
CYBR,BRANDON ARPT,2021-03-03,4,-11.7,0
CYBR,BRANDON ARPT,2021-03-04,3,-8.3,0
CYBR,BRANDON ARPT,2021-03-05,6.7,-5,0
CYBR,BRANDON ARPT,2021-03-06,8.7,-3.3,0
CYBR,BRANDON ARPT,2021-03-07,7.8,-1.6,0
CYBR,BRANDON ARPT,2021-03-08,11.9,-3.7,0
CYBR,BRANDON ARPT,2021-03-09,4.8,-6.1,3.9
CYBR,BRANDON ARPT,2021-03-10,0.9,-17.8,0.2
CYBR,BRANDON ARPT,2021-03-11,-2.9,-14.7,0
CYBR,BRANDON ARPT,2021-03-12,8.9,-15.6,0
CYBR,BRANDON ARPT,2021-03-13,10.2,-3.9,0
CYBR,BRANDON ARPT,2021-03-14,5.7,-4.3,0
CYBR,BRANDON ARPT,2021-03-15,8.1,-5.1,0
CYBR,BRANDON ARPT,2021-03-16,4.8,-2.2,0
CYBR,BRANDON ARPT,2021-03-17,8.2,-3.3,0
CYBR,BRANDON ARPT,2021-03-18,10.7,-6.3,0
CYBR,BRANDON ARPT,2021-03-19,15.5,-2.7,0
CYBR,BRANDON ARPT,2021-03-20,14.8,-1.2,0
CYBR,BRANDON ARPT,2021-03-21,13,-3.5,0
CYBR,BRANDON ARPT,2021-03-22,8.8,-7.1,0
CYBR,BRANDON ARPT,2021-03-23,1.7,-7.3,0
CYBR,BRANDON ARPT,2021-03-24,1,-8.9,0
CYBR,BRANDON ARPT,2021-03-25,10.8,-6.8,0
CYBR,BRANDON ARPT,2021-03-26,5.3,-2.9,0
CYBR,BRANDON ARPT,2021-03-27,3.5,-7.7,0
CYBR,BRANDON ARPT,2021-03-28,10.8,-9.9,0
CYBR,BRANDON ARPT,2021-03-29,13.3,-3.4,0.8
CYBR,BRANDON ARPT,2021-03-30,-2.9,-10.6,0.3
